person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27,21600,rent,2.0,medical,b,8000,10.59,1,0.37,n,5
28,59000,own,12.0,medical,a,10000,7.49,0,0.17,n,6
29,59000,mortgage,7.0,venture,a,10000,7.49,0,0.17,n,7
31,59000,mortgage,13.0,medical,b,14000,10.99,0,0.24,n,6
27,59000,mortgage,11.0,medical,a,4000,5.79,0,0.07,n,6
29,22000,rent,0.0,education,b,8000,10.99,1,0.36,n,7
28,59000,mortgage,2.0,venture,b,14000,10.36,0,0.24,n,5
27,24000,rent,4.0,education,c,8000,12.99,1,0.33,y,6
29,59000,mortgage,6.0,homeimprovement,a,10000,6.91,0,0.17,n,5
30,59000,mortgage,0.0,medical,a,10000,7.51,0,0.17,n,8
27,59000,mortgage,11.0,homeimprovement,c,16000,13.98,0,0.27,n,10
27,24000,rent,2.0,debtconsolidation,a,8000,7.29,1,0.33,n,7
28,53000,mortgage,12.0,education,a,5000,7.14,1,0.09,n,10
27,24000,rent,3.0,personal,b,8000,10.99,1,0.33,n,8
33,24000,rent,1.0,venture,b,8000,11.12,1,0.33,n,9
35,24996,rent,6.0,medical,a,8000,7.51,1,0.32,n,7
27,59000,mortgage,3.0,medical,b,6000,11.83,0,0.1,n,5
31,59000,mortgage,2.0,debtconsolidation,b,13000,11.14,0,0.22,n,7
33,25000,rent,18.0,education,d,8000,10.99,1,0.32,n,8
28,25000,rent,5.0,medical,a,8000,6.91,1,0.32,n,6
27,25000,rent,4.0,personal,d,8000,14.84,1,0.32,y,7
27,59004,own,8.0,medical,b,24250,11.49,0,0.41,n,9
35,26000,rent,3.0,personal,a,8000,7.9,1,0.31,n,10
27,59068,mortgage,11.0,venture,c,13500,13.22,0,0.23,y,9
28,26000,rent,7.0,venture,b,8000,11.36,1,0.31,n,5
27,59147,mortgage,11.0,medical,b,7000,11.26,0,0.12,n,5
28,59160,mortgage,2.0,education,b,23500,10.99,0,0.4,n,10
35,59196,mortgage,0.0,education,a,5000,8.0,0,0.08,n,5
27,26400,rent,0.0,personal,b,8000,10.59,1,0.3,n,7
35,26400,rent,4.0,personal,b,8000,10.99,0,0.3,n,8
32,26400,rent,0.0,education,a,8000,7.51,0,0.3,n,10
30,27996,rent,5.0,personal,b,8000,10.99,0,0.29,n,8
33,59450,mortgage,1.0,education,b,3000,10.38,0,0.05,n,6
30,59500,mortgage,15.0,homeimprovement,a,15000,6.54,0,0.25,n,8
33,59500,mortgage,6.0,venture,a,11000,10.99,0,0.18,n,8
32,59506,own,13.0,venture,d,8000,16.07,0,0.13,n,7
28,59520,mortgage,9.0,personal,a,5000,8.59,0,0.08,n,7
28,59700,mortgage,12.0,homeimprovement,b,6000,10.99,0,0.1,n,5
28,59904,mortgage,12.0,medical,c,3000,12.53,0,0.05,y,10
30,28800,rent,1.0,debtconsolidation,c,8000,12.73,0,0.28,n,10
30,28800,rent,1.0,medical,c,8000,13.22,0,0.28,n,9
32,29962,rent,4.0,medical,b,8000,12.53,0,0.27,n,7
28,60000,mortgage,12.0,medical,c,14400,13.49,0,0.24,n,7
31,60000,mortgage,5.0,medical,a,7200,6.03,0,0.12,n,8
28,30000,rent,4.0,medical,a,8000,10.99,0,0.27,n,8
35,30000,rent,3.0,education,b,8000,10.99,0,0.27,n,6
35,60000,mortgage,12.0,medical,c,16000,15.96,0,0.27,y,5
29,60000,mortgage,2.0,homeimprovement,c,6000,13.49,0,0.1,y,8
28,60000,own,12.0,venture,c,15000,15.96,0,0.25,y,9
35,30000,rent,0.0,debtconsolidation,g,8000,20.52,1,0.27,n,7
32,30000,rent,0.0,venture,a,8000,7.74,0,0.27,n,9
30,30000,rent,2.0,personal,c,8000,13.22,0,0.27,y,9
30,60000,mortgage,7.0,homeimprovement,a,4200,10.99,0,0.07,n,5
33,60000,own,7.0,education,a,12000,6.62,0,0.2,n,10
28,60000,own,1.0,homeimprovement,c,5000,14.27,0,0.08,y,5
28,30996,rent,0.0,debtconsolidation,a,8000,7.29,0,0.26,n,10
27,32000,rent,6.0,medical,b,8000,9.91,0,0.25,n,7
27,54000,mortgage,6.0,venture,c,10000,14.27,1,0.19,n,10
33,60000,mortgage,3.0,debtconsolidation,a,3500,7.9,0,0.06,n,9
34,32000,rent,6.0,education,d,8000,17.27,0,0.25,y,10
35,60000,mortgage,3.0,education,b,19600,9.91,0,0.33,n,5
30,60000,own,3.0,homeimprovement,a,21000,7.9,0,0.35,n,5
28,33000,rent,12.0,debtconsolidation,c,8000,14.65,1,0.24,y,9
30,60000,mortgage,12.0,debtconsolidation,b,2500,12.69,0,0.04,n,7
34,34000,rent,0.0,personal,a,8000,7.9,0,0.24,n,7
27,60000,mortgage,4.0,debtconsolidation,b,4000,9.91,0,0.07,n,7
29,60000,mortgage,4.0,homeimprovement,c,14125,13.49,0,0.24,n,6
33,34000,rent,6.0,debtconsolidation,b,8000,9.99,0,0.24,n,5
28,60000,mortgage,13.0,venture,a,8650,8.9,0,0.14,n,10
32,29000,rent,0.0,education,d,8000,18.25,1,0.28,n,6
29,60000,mortgage,2.0,homeimprovement,a,1500,6.03,0,0.03,n,9
27,35000,rent,3.0,medical,c,8000,14.79,0,0.23,y,9
34,35000,rent,9.0,debtconsolidation,a,8000,10.99,0,0.23,n,10
31,60000,mortgage,5.0,personal,a,17000,8.9,0,0.28,n,8
34,35000,rent,1.0,personal,a,8000,6.17,0,0.23,n,9
32,60000,mortgage,16.0,medical,a,6000,6.62,0,0.1,n,7
31,60000,mortgage,2.0,homeimprovement,b,9000,12.69,0,0.15,n,8
28,29000,rent,1.0,medical,c,8000,13.11,1,0.28,y,9
27,35000,rent,1.0,medical,b,8000,12.21,0,0.23,n,6
28,60000,mortgage,8.0,medical,b,20000,11.71,0,0.33,n,5
30,60000,mortgage,10.0,personal,b,16000,11.71,0,0.27,n,8
29,60000,mortgage,0.0,personal,a,5000,6.03,0,0.08,n,10
28,60000,mortgage,12.0,education,a,13000,8.9,0,0.22,n,10
31,35142,rent,4.0,venture,b,8000,11.11,0,0.23,n,6
29,30000,rent,5.0,homeimprovement,b,8000,12.69,1,0.27,n,6
31,36000,rent,4.0,medical,b,8000,10.65,0,0.22,n,6
30,60000,mortgage,14.0,venture,a,8000,7.51,0,0.13,n,10
28,60000,mortgage,0.0,personal,a,4000,7.9,0,0.07,n,8
30,60000,mortgage,2.0,personal,b,10000,12.69,0,0.17,n,5
35,60000,mortgage,2.0,debtconsolidation,a,4000,6.03,0,0.07,n,7
31,36000,rent,3.0,personal,a,8000,8.49,0,0.22,n,8
29,60000,mortgage,1.0,personal,b,5600,12.42,0,0.09,n,10
29,36000,rent,0.0,venture,a,8000,10.99,0,0.22,n,7
30,36000,rent,3.0,personal,b,8000,11.36,0,0.22,n,8
27,36000,rent,0.0,debtconsolidation,c,8000,13.92,0,0.22,y,9
35,60000,mortgage,5.0,homeimprovement,b,9000,12.42,0,0.15,n,7
28,36000,rent,0.0,medical,c,8000,12.84,0,0.22,n,6
31,36996,rent,5.0,personal,a,8000,7.49,0,0.22,n,6
27,37000,rent,3.0,education,c,8000,13.49,0,0.22,y,10
27,31000,rent,4.0,debtconsolidation,a,8000,7.66,1,0.26,n,8
28,60000,mortgage,12.0,homeimprovement,a,20000,7.9,0,0.33,n,7
32,37050,rent,2.0,debtconsolidation,a,8000,8.0,0,0.22,n,6
33,54000,mortgage,7.0,debtconsolidation,c,32000,15.23,1,0.59,n,7
35,37440,rent,2.0,medical,b,8000,10.99,0,0.21,n,9
30,60000,mortgage,5.0,homeimprovement,a,7000,7.49,0,0.12,n,8
31,37681,rent,16.0,debtconsolidation,b,8000,10.99,0,0.21,n,7
29,60000,mortgage,14.0,personal,a,20000,6.99,0,0.33,n,7
29,60000,own,1.0,personal,b,10000,10.99,0,0.17,n,10
28,60000,own,12.0,education,d,7000,15.99,0,0.12,n,7
35,32000,rent,19.0,homeimprovement,a,8000,5.99,1,0.25,n,9
31,60000,mortgage,4.0,debtconsolidation,c,1500,12.99,0,0.03,n,10
31,60000,mortgage,0.0,venture,b,7800,10.59,0,0.13,n,10
35,38000,rent,3.0,personal,b,8000,10.99,0,0.21,n,6
28,32376,rent,2.0,debtconsolidation,f,8000,10.99,1,0.25,y,7
34,38500,rent,0.0,debtconsolidation,c,8000,10.99,0,0.21,y,9
30,32918,rent,5.0,debtconsolidation,d,8000,14.59,1,0.24,y,8
29,33000,rent,5.0,homeimprovement,a,8000,5.79,1,0.24,n,8
32,60000,mortgage,4.0,homeimprovement,c,3250,13.49,0,0.05,y,5
28,60000,mortgage,3.0,education,b,35000,10.59,0,0.58,n,6
27,60000,own,4.0,homeimprovement,a,10500,7.49,0,0.17,n,7
27,39000,rent,0.0,education,c,8000,11.03,0,0.21,n,9
27,60000,mortgage,3.0,education,a,5075,5.99,0,0.08,n,8
28,60000,mortgage,5.0,homeimprovement,a,2500,10.99,0,0.04,n,7
32,39600,rent,2.0,medical,b,8000,9.91,0,0.2,n,10
33,60000,mortgage,5.0,personal,a,2000,5.42,0,0.03,n,8
34,33666,rent,4.0,personal,d,8000,17.49,1,0.24,y,9
35,39996,rent,4.0,education,a,8000,5.99,0,0.2,n,5
29,54000,mortgage,8.0,debtconsolidation,a,7500,7.49,1,0.14,n,9
29,34000,rent,6.0,debtconsolidation,d,8000,16.77,1,0.24,y,10
30,34000,rent,1.0,medical,a,8000,7.9,1,0.24,n,5
31,40000,rent,1.0,debtconsolidation,a,8000,7.9,0,0.2,n,9
27,40000,rent,11.0,venture,b,8000,11.99,0,0.2,n,7
27,60000,mortgage,6.0,venture,b,5100,11.49,0,0.09,n,6
32,40000,rent,3.0,debtconsolidation,b,8000,9.62,0,0.2,n,9
27,40000,rent,0.0,venture,b,8000,10.25,0,0.2,n,10
29,54000,own,11.0,medical,e,20000,18.79,1,0.37,y,5
28,54000,mortgage,12.0,medical,c,6000,15.23,1,0.11,n,8
31,40000,rent,2.0,debtconsolidation,b,8000,11.89,0,0.2,n,7
28,40000,rent,3.0,medical,b,8000,10.95,0,0.2,n,6
34,60000,mortgage,7.0,education,c,10175,10.99,0,0.17,n,5
28,60000,mortgage,12.0,homeimprovement,d,3000,17.49,0,0.05,n,8
29,41200,rent,3.0,education,b,8000,11.99,0,0.19,n,7
28,60000,mortgage,12.0,medical,b,5000,10.99,0,0.08,n,8
30,35600,rent,0.0,education,d,8000,14.59,1,0.22,n,9
31,42000,rent,3.0,venture,b,8000,12.42,0,0.19,n,7
33,42000,rent,0.0,medical,a,8000,5.99,0,0.19,n,7
30,36000,rent,7.0,debtconsolidation,d,8000,15.99,1,0.22,n,6
29,60000,mortgage,13.0,medical,a,8000,5.99,0,0.13,n,9
30,42000,rent,5.0,medical,b,8000,10.0,0,0.19,n,5
31,60000,own,3.0,debtconsolidation,d,5000,16.49,0,0.08,n,9
30,60000,mortgage,5.0,venture,a,4000,6.99,0,0.07,n,7
27,60000,mortgage,7.0,medical,b,3400,10.99,0,0.06,n,7
27,42000,rent,9.0,personal,a,8000,7.29,0,0.19,n,6
32,60000,mortgage,2.0,venture,b,7125,9.99,0,0.12,n,7
27,36000,rent,0.0,debtconsolidation,c,8000,13.85,1,0.22,y,6
27,36672,rent,11.0,personal,a,8000,7.9,1,0.22,n,9
28,42682,rent,1.0,personal,a,8000,6.03,0,0.19,n,9
28,60000,mortgage,2.0,education,a,6000,5.99,0,0.1,n,8
30,43000,rent,4.0,venture,d,8000,16.49,0,0.19,n,5
33,60000,mortgage,3.0,debtconsolidation,a,5000,5.42,0,0.08,n,7
28,60000,mortgage,6.0,debtconsolidation,b,15000,11.99,0,0.25,n,6
27,43000,rent,2.0,medical,c,8000,12.68,0,0.19,n,6
33,43000,rent,6.0,education,b,8000,10.0,0,0.19,n,8
27,60000,mortgage,6.0,personal,a,10000,7.49,0,0.17,n,7
33,60000,mortgage,17.0,medical,a,7000,5.42,0,0.12,n,8
31,60000,mortgage,5.0,homeimprovement,b,6500,10.99,0,0.11,n,5
27,54000,mortgage,0.0,personal,d,12000,16.49,1,0.22,n,5
33,44000,rent,5.0,venture,d,8000,17.49,0,0.18,n,8
27,60000,mortgage,9.0,debtconsolidation,a,3600,5.42,0,0.06,n,9
35,38760,rent,2.0,medical,f,8000,18.09,1,0.21,y,7
30,60000,mortgage,3.0,debtconsolidation,a,4125,5.99,0,0.07,n,5
28,60000,mortgage,6.0,debtconsolidation,b,4125,9.99,0,0.07,n,10
31,54000,mortgage,12.0,medical,a,15000,8.49,1,0.28,n,6
31,45000,rent,3.0,debtconsolidation,b,8000,10.99,0,0.18,n,10
32,45000,rent,0.0,medical,a,8000,7.66,0,0.18,n,5
28,39000,rent,6.0,medical,d,8000,14.91,1,0.21,y,7
29,60000,mortgage,3.0,medical,a,10000,10.99,0,0.17,n,9
28,60000,own,0.0,venture,b,7000,11.11,0,0.12,n,5
32,45000,rent,0.0,medical,a,8000,10.99,0,0.18,n,5
27,45000,rent,1.0,medical,c,8000,13.85,0,0.18,n,10
29,60000,mortgage,4.0,education,a,5000,7.66,0,0.08,n,10
31,60000,mortgage,15.0,education,c,15000,12.68,0,0.25,n,6
29,45000,rent,0.0,medical,b,8000,12.18,0,0.18,n,5
31,60000,mortgage,7.0,venture,b,7000,10.99,0,0.12,n,7
33,45000,rent,2.0,personal,c,8000,12.53,0,0.18,n,6
29,60000,mortgage,7.0,venture,a,5000,7.66,0,0.08,n,10
28,60000,mortgage,12.0,personal,b,6000,10.99,0,0.1,n,5
30,60000,mortgage,13.0,debtconsolidation,b,15000,10.74,0,0.25,n,5
29,60000,mortgage,7.0,personal,a,8500,6.92,0,0.14,n,6
31,46000,rent,6.0,personal,b,8000,10.99,0,0.17,n,9
30,46000,rent,5.0,debtconsolidation,a,8000,7.14,0,0.17,n,10
27,46000,rent,11.0,medical,b,8000,11.36,0,0.17,n,8
27,40000,rent,0.0,venture,d,8000,15.65,1,0.2,y,6
31,46875,rent,1.0,education,b,8000,10.99,0,0.17,n,8
27,60000,mortgage,8.0,education,a,2000,7.29,0,0.03,n,7
32,47000,rent,2.0,education,a,8000,8.59,0,0.17,n,9
27,41000,rent,4.0,debtconsolidation,c,8000,12.84,1,0.2,y,10
28,60000,own,12.0,education,a,7000,7.66,0,0.12,n,9
27,60000,mortgage,8.0,personal,b,5000,9.63,0,0.08,n,6
29,60000,mortgage,1.0,homeimprovement,a,10000,5.79,0,0.17,n,6
29,60000,mortgage,4.0,debtconsolidation,a,12000,7.29,0,0.2,n,7
30,48000,rent,7.0,venture,c,8000,13.23,0,0.17,y,5
30,60000,mortgage,5.0,personal,a,8000,7.66,0,0.13,n,6
29,60000,own,9.0,personal,c,9000,12.23,0,0.15,n,10
28,50000,rent,0.0,medical,c,8000,14.27,0,0.16,n,9
28,60000,mortgage,12.0,debtconsolidation,c,16800,12.61,0,0.28,y,7
27,50000,rent,0.0,homeimprovement,a,8000,7.9,0,0.16,n,9
33,60000,mortgage,0.0,education,a,4000,6.54,0,0.07,n,9
29,50000,rent,9.0,venture,b,8000,11.71,0,0.16,n,9
28,60000,mortgage,0.0,debtconsolidation,a,16000,6.54,0,0.27,n,6
27,60000,mortgage,11.0,medical,c,6000,13.35,0,0.1,n,8
35,60000,mortgage,5.0,debtconsolidation,a,2000,6.91,0,0.03,n,6
28,60000,mortgage,13.0,debtconsolidation,a,12000,5.79,0,0.2,n,8
28,50000,rent,12.0,medical,c,8000,14.65,0,0.16,n,9
33,60000,mortgage,4.0,personal,b,6300,9.62,0,0.1,n,10
30,54000,mortgage,3.0,education,c,5000,12.61,1,0.09,y,10
28,60000,own,1.0,homeimprovement,d,22000,14.09,0,0.37,y,8
28,60000,mortgage,8.0,medical,c,1500,10.99,0,0.03,y,6
30,60000,own,11.0,medical,a,20000,6.17,0,0.33,n,5
27,50000,rent,5.0,medical,c,8000,13.43,0,0.16,n,10
28,50000,rent,4.0,medical,a,8000,7.14,0,0.16,n,7
27,50000,rent,1.0,education,c,8000,13.98,0,0.16,n,9
32,50000,rent,2.0,medical,b,8000,10.62,0,0.16,n,8
27,50000,rent,5.0,venture,a,8000,7.14,0,0.16,n,6
31,50000,rent,0.0,personal,c,8000,10.99,0,0.16,n,9
32,60000,mortgage,2.0,education,d,15000,14.83,0,0.25,n,9
28,50004,rent,9.0,homeimprovement,c,8000,15.23,0,0.16,y,9
28,60000,own,5.0,venture,c,10000,10.99,0,0.17,n,7
30,60000,mortgage,14.0,personal,b,1750,9.99,0,0.03,n,8
35,51000,rent,8.0,debtconsolidation,c,8000,13.11,0,0.16,y,10
28,51000,rent,5.0,homeimprovement,a,8000,9.63,0,0.16,n,9
28,60000,mortgage,0.0,homeimprovement,a,7500,5.79,0,0.13,n,8
32,51400,rent,1.0,homeimprovement,a,8000,7.51,0,0.16,n,10
28,52000,rent,1.0,venture,c,8000,10.99,0,0.15,n,8
30,60000,mortgage,12.0,debtconsolidation,b,9600,9.99,0,0.16,n,10
28,60000,mortgage,4.0,homeimprovement,b,4800,10.99,0,0.08,n,9
30,52000,rent,4.0,debtconsolidation,b,8000,11.11,0,0.15,n,8
31,52000,rent,0.0,venture,a,8000,7.51,0,0.15,n,5
28,52500,rent,2.0,personal,a,8000,7.51,0,0.15,n,6
29,60000,mortgage,0.0,education,b,2400,10.75,0,0.04,n,9
27,60000,own,11.0,venture,c,4000,13.98,0,0.07,y,7
31,60000,mortgage,15.0,debtconsolidation,b,5100,10.75,0,0.09,n,8
29,60000,mortgage,3.0,personal,a,7200,7.88,0,0.12,n,7
33,53040,rent,3.0,medical,b,8000,9.88,0,0.15,n,10
27,60000,own,2.0,venture,b,10000,10.38,0,0.17,n,6
28,54000,rent,5.0,debtconsolidation,c,8000,15.23,0,0.15,n,9
27,54000,rent,4.0,medical,c,8000,13.8,0,0.15,y,5
32,48000,rent,1.0,homeimprovement,d,8000,14.42,1,0.17,y,8
27,54590,rent,9.0,venture,b,8000,11.49,0,0.15,n,6
30,54000,mortgage,4.0,debtconsolidation,d,12000,15.58,1,0.22,n,5
30,54996,rent,4.0,debtconsolidation,a,8000,5.79,0,0.15,n,10
31,60000,mortgage,16.0,venture,a,8800,7.51,0,0.15,n,9
28,60000,mortgage,4.0,medical,a,9600,7.51,0,0.16,n,10
32,55000,rent,4.0,homeimprovement,c,8000,10.99,0,0.15,n,8
29,60000,own,13.0,medical,c,9600,14.35,0,0.16,y,6
32,55000,rent,0.0,personal,b,8000,10.0,0,0.15,n,9
27,55000,rent,11.0,homeimprovement,a,8000,7.29,0,0.15,n,9
29,60000,mortgage,13.0,personal,a,13500,7.51,0,0.23,n,7
27,60000,mortgage,4.0,venture,a,8000,7.88,0,0.13,n,8
27,60000,mortgage,2.0,homeimprovement,b,15000,11.86,0,0.25,n,8
28,60000,own,7.0,medical,a,12000,7.51,0,0.2,n,5
32,60000,mortgage,11.0,education,b,15000,11.86,0,0.25,n,6
27,55000,rent,11.0,medical,b,8000,11.83,0,0.15,n,9
30,60000,own,7.0,venture,d,6000,14.84,0,0.1,y,6
28,54000,own,13.0,debtconsolidation,e,6500,16.45,1,0.12,y,6
34,60000,mortgage,6.0,medical,c,2500,14.72,0,0.04,n,5
31,55000,rent,5.0,medical,c,8000,13.16,0,0.15,n,5
31,50000,rent,13.0,debtconsolidation,d,8000,14.09,1,0.16,y,8
32,56004,rent,9.0,debtconsolidation,a,8000,7.66,0,0.14,n,5
27,56400,rent,4.0,personal,d,8000,16.77,0,0.14,y,10
27,56888,rent,8.0,homeimprovement,d,8000,16.29,0,0.14,n,5
33,60000,own,4.0,venture,c,10000,13.98,0,0.17,n,7
28,60000,mortgage,4.0,debtconsolidation,a,8000,7.88,0,0.13,n,5
30,60000,mortgage,13.0,venture,a,12250,7.51,0,0.2,n,6
35,60000,mortgage,0.0,medical,b,12000,10.75,0,0.2,n,8
34,57996,rent,3.0,personal,b,8000,11.12,0,0.14,n,8
27,60000,mortgage,3.0,personal,e,5000,16.45,0,0.08,n,6
27,58000,rent,1.0,venture,b,8000,11.36,0,0.14,n,7
27,60000,mortgage,9.0,personal,a,5000,7.88,0,0.08,n,5
33,54000,mortgage,3.0,education,f,16000,18.67,1,0.3,y,10
29,60000,rent,3.0,debtconsolidation,b,8000,12.42,0,0.13,n,7
28,60000,mortgage,4.0,personal,b,3500,10.25,0,0.06,n,10
27,60000,mortgage,3.0,education,c,5000,12.73,0,0.08,y,8
30,60000,mortgage,8.0,personal,c,7400,13.11,0,0.12,y,5
30,60000,rent,0.0,homeimprovement,a,8000,7.66,0,0.13,n,6
35,60000,rent,3.0,homeimprovement,a,8000,5.79,0,0.13,n,10
35,60000,mortgage,12.0,debtconsolidation,c,25000,12.73,0,0.42,n,8
33,60000,mortgage,7.0,venture,a,7000,7.14,0,0.12,n,10
29,60000,rent,4.0,venture,b,8000,11.14,0,0.13,n,5
35,60000,own,1.0,personal,d,5000,15.7,0,0.08,n,9
33,60000,rent,2.0,personal,b,8000,12.53,0,0.13,n,6
28,60000,mortgage,5.0,medical,b,6000,10.99,0,0.1,n,6
32,60000,mortgage,15.0,debtconsolidation,a,6000,7.14,0,0.1,n,9
35,45000,rent,4.0,personal,c,5200,13.06,0,0.12,y,10
28,50500,rent,3.0,personal,c,5200,12.53,0,0.1,y,8
34,60000,mortgage,4.0,personal,b,10000,9.88,0,0.17,n,8
29,54000,mortgage,1.0,personal,g,25000,20.16,1,0.46,y,8
33,60000,mortgage,1.0,venture,d,17000,16.07,0,0.28,y,5
34,60000,mortgage,8.0,personal,b,10000,11.36,0,0.17,n,7
29,75000,rent,3.0,homeimprovement,b,5200,10.75,0,0.07,n,8
28,25000,rent,0.0,homeimprovement,f,5175,18.43,1,0.21,y,6
29,60000,own,13.0,venture,a,1000,6.76,0,0.02,n,8
35,60000,mortgage,12.0,debtconsolidation,c,12000,13.11,0,0.2,n,9
28,60000,own,5.0,medical,b,20000,10.99,0,0.33,n,5
30,60000,mortgage,4.0,debtconsolidation,c,6000,12.73,0,0.1,y,6
35,40000,rent,6.0,debtconsolidation,c,5100,13.72,0,0.13,y,5
27,60000,mortgage,3.0,homeimprovement,b,10000,12.53,0,0.17,n,10
27,60000,mortgage,3.0,personal,b,6000,11.48,0,0.1,n,8
29,47133,rent,5.0,debtconsolidation,b,5100,11.86,0,0.11,n,7
27,52000,rent,0.0,homeimprovement,b,5100,10.37,0,0.1,n,9
31,61150,rent,0.0,debtconsolidation,b,5100,11.49,0,0.08,n,8
31,20000,rent,7.0,debtconsolidation,c,5075,12.54,0,0.25,y,10
32,60000,mortgage,4.0,personal,b,13250,11.83,0,0.22,n,10
30,60000,mortgage,0.0,homeimprovement,a,6000,8.94,0,0.1,n,8
31,60000,own,0.0,education,b,24250,12.18,0,0.4,n,7
29,60000,own,0.0,homeimprovement,d,16000,16.0,0,0.27,y,8
29,60000,mortgage,7.0,debtconsolidation,c,15000,12.87,0,0.25,n,5
29,50000,rent,4.0,debtconsolidation,c,5050,12.73,0,0.1,n,5
29,60000,mortgage,0.0,homeimprovement,b,20000,12.53,0,0.33,n,7
27,12000,rent,2.0,medical,a,5000,8.49,1,0.42,n,10
34,14000,rent,3.0,personal,c,5000,13.35,1,0.36,n,10
29,14573,rent,6.0,homeimprovement,b,5000,12.18,1,0.34,n,5
31,15000,rent,4.0,education,a,5000,10.99,1,0.33,n,10
35,60000,own,9.0,personal,b,24000,12.53,0,0.4,n,9
29,54000,mortgage,8.0,medical,d,14800,15.31,1,0.27,y,10
28,15000,rent,1.0,personal,a,5000,7.4,1,0.33,n,9
28,60000,mortgage,12.0,medical,a,15000,8.94,0,0.25,n,9
32,15600,rent,4.0,homeimprovement,a,5000,5.42,1,0.32,n,5
28,15600,rent,4.0,homeimprovement,b,5000,10.37,1,0.32,n,9
28,60000,other,5.0,personal,b,16000,12.18,0,0.27,n,9
28,16000,rent,2.0,debtconsolidation,e,5000,16.45,1,0.31,y,7
29,60000,mortgage,8.0,homeimprovement,d,16000,14.96,0,0.27,y,6
35,60000,mortgage,11.0,education,d,25000,15.31,0,0.42,n,6
29,16800,rent,4.0,homeimprovement,a,5000,6.92,1,0.3,n,10
32,16800,rent,0.0,personal,a,5000,7.29,1,0.3,n,9
30,60000,mortgage,6.0,education,d,15000,15.31,0,0.25,y,9
32,16800,rent,0.0,personal,c,5000,14.35,1,0.3,y,7
27,60000,mortgage,5.0,medical,a,6000,8.94,0,0.1,n,10
29,17676,rent,3.0,education,c,5000,13.11,1,0.28,y,10
28,18600,rent,4.0,medical,d,5000,10.99,1,0.27,y,9
29,54000,mortgage,7.0,medical,f,14800,18.53,1,0.27,y,8
34,60000,mortgage,5.0,education,c,7000,12.53,0,0.12,y,10
34,19200,rent,18.0,venture,a,5000,6.99,1,0.26,n,7
32,19200,rent,0.0,education,b,5000,9.99,1,0.26,n,9
27,19200,rent,2.0,personal,b,5000,12.53,1,0.26,n,7
27,60000,mortgage,2.0,medical,b,4800,11.89,0,0.08,n,7
28,20000,rent,4.0,personal,b,5000,10.65,0,0.25,n,8
34,20000,rent,5.0,medical,a,5000,8.9,0,0.25,n,5
31,60000,other,2.0,homeimprovement,b,15000,11.26,0,0.25,n,6
31,20000,rent,0.0,medical,c,5000,13.8,0,0.25,n,5
34,20000,rent,0.0,medical,f,5000,18.43,1,0.25,n,9
31,60000,mortgage,3.0,venture,a,3600,7.68,0,0.06,n,9
30,20000,rent,2.0,personal,a,5000,8.59,0,0.25,n,5
34,60000,mortgage,6.0,education,e,10500,15.68,0,0.17,n,10
29,60000,mortgage,13.0,debtconsolidation,b,6400,11.89,0,0.11,n,8
30,54000,mortgage,3.0,medical,d,15250,14.42,1,0.28,y,8
30,20520,rent,0.0,debtconsolidation,b,5000,9.99,0,0.24,n,5
31,20743,rent,0.0,medical,a,5000,7.51,0,0.24,n,5
30,21000,rent,0.0,education,c,5000,13.49,0,0.24,y,7
31,54000,mortgage,5.0,medical,f,19400,18.53,1,0.36,n,10
30,21600,rent,4.0,venture,b,5000,11.71,0,0.23,n,7
27,60000,own,0.0,medical,d,7500,15.37,0,0.13,y,5
31,60000,mortgage,15.0,debtconsolidation,a,10000,9.63,0,0.17,n,8
34,60000,mortgage,4.0,education,c,14000,12.84,0,0.23,n,5
33,22000,rent,4.0,education,b,5000,12.42,0,0.23,n,6
28,60000,own,0.0,personal,c,16000,12.72,0,0.27,n,7
29,60000,mortgage,0.0,personal,e,10000,15.25,0,0.17,y,5
30,60000,mortgage,14.0,education,b,4500,10.83,0,0.07,n,10
30,54000,mortgage,8.0,homeimprovement,g,24000,18.72,1,0.44,n,8
29,60000,mortgage,8.0,personal,b,8000,10.51,0,0.13,n,8
29,23000,rent,2.0,medical,b,5000,10.99,0,0.22,n,7
33,23400,rent,13.0,venture,b,5000,12.69,0,0.21,n,10
33,60000,mortgage,2.0,education,b,2500,10.83,0,0.04,n,8
33,24000,rent,10.0,debtconsolidation,b,5000,10.65,0,0.21,n,7
31,24000,rent,0.0,debtconsolidation,b,5000,10.99,1,0.21,n,6
32,60000,mortgage,11.0,personal,c,7500,11.03,0,0.13,y,10
31,60000,mortgage,4.0,homeimprovement,b,9600,10.08,0,0.16,n,8
30,24000,rent,0.0,debtconsolidation,b,5000,10.59,0,0.21,n,6
29,24000,rent,6.0,personal,b,5000,10.74,0,0.21,n,10
30,24000,rent,14.0,education,b,5000,11.11,1,0.21,n,9
33,60000,own,8.0,education,c,8350,11.34,0,0.14,y,7
27,60000,mortgage,0.0,personal,a,10000,8.63,0,0.17,n,5
29,24000,rent,1.0,medical,a,5000,6.92,0,0.21,n,10
27,60000,own,11.0,debtconsolidation,d,18000,13.24,0,0.3,y,7
30,24000,rent,6.0,medical,d,5000,10.99,1,0.21,y,8
